song_id,cleaned_lyrics
Rachel_Lorin_Funeral,in black whos been a girls right all the strange young user lets keep a beautiful zraz for the funeral lets go for the funeral maybe ill steal beautiful all the black whos been a girls right all the strange young user lets keep a beautiful zraz for the funeral
Radiohead - Everything In Its Right Place,
Radiohead - Everything In Its Right Place,everything everything and its right please and its right please and its right please and its right please
Radiohead - Everything In Its Right Place,i woke up so again ill let him up instead i woke up so again ill let him up instead i woke up so again ill let him up instead i woke up so again ill let him up instead i woke up so again ill let him up
Radiohead - Everything In Its Right Place,and its right place right place there are two colors in my head there ah two colors in my head what is that you tried to say what what was that you tried to say try to say
Radiohead - Everything In Its Right Place,traxicide traxicide traxicide traxicide
Radiohead - Everything In Its Right Place,
Radiohead - No Surprises,shall be an amazing capital steppe touish as the sound kindergartens my heart has full of black love the job thats slowly killing
Radiohead - No Surprises,who who whos who whos who whos who who is who who is who is who is in this who who is the robext regret who wins against bernm wheres the howrive brought up the old bolot war the real unions johurd yea myed god let all speak for us ill say the quote
Radiohead - No Surprises,why are our plans changed no carbon oxygen no no surprises no no surprises no no surprises no no surprises
Radiohead - No Surprises,this is the final fit my final bayyay quick no no surprises no no surprises no no surprises but
Radiohead - No Surprises,thank you for visiting sorry sorry sorry sorry sorry making that foro bulgarian
Red Leather - SINS,on the roof getting high i got diesel in my veins thinking about suicide theres no jesus in la but i still see him sometimes sitting on the walk of fame next to jack oneill the voice is saying why why lets go to hell why why drive me to my shows father
Red Leather - SINS,forgive me im sorry for my sins so tired of living oh how do i begin the code the whiskey i smoke till im dizzy im so fucking filthy forgive me for my sins my phones about to die i only got one call i almost slipped off the side till the angel broke my voice and we drove through the night and we talked about it all i think got us alive
Red Leather - SINS,no voices say it lets go to down in my soul father forgive me im sorry for my sins so tired of living oh where do i begin the coke lo is key as well till i
Red Leather - SINS,daisy im so fucking filthy forgive me for my sins im sorry for my sins for way just kidding oh im sorry for my sins im sorry for my sins for way just kidding oh im again oh im sorry for my sins for way
Rhea_Raj_Devil_In_A_Dress,its the way that god made me im a devil in a dress on the days home maybe mum mum mum mine i was running in circles the moment i met you dont lie lie lie cause once you go under i know youll be hooked too ima be a new type from one hit one look in my body why im changing your life bet that you didnt see your coming its the way that god made me im a devil in a dress on the days home maybe i can get a little crazy so be careful what you wish for baby its the way that god made me im a devil
Rhea_Raj_Devil_In_A_Dress,im gonna let it dry so im gonna dance for a minute i could get a little crazy so be careful what you wish for baby its all in your eyes the way that youre looking at me kinda toxic hard to define whatever it is i can get when i want it im gonna be a new type im gonna have one look at my body wait for your life bet youll tell us here coming its the way that got made me im a devil and a dress on the desk well maybe i could get a little crazy so be careful what you wish for baby
rhianne - Somewhere Only We Know,i walked across an empty land i knew the pathway like the bug of my head i felt the earth beneath my feet so by the river and it made me complete oh simple thing where have you gone im getting old and i need something to rely on so tell me when youre gonna let me in im getting
rhianne - Somewhere Only We Know,and i didnt hide it i need somewhere to begin i came across a full untrained i felt the branches of an alkenami is this the place we used to love is this the place that ive been dreaming of oh simple thing where have you gone im getting old and i need something to rely
rhianne - Somewhere Only We Know,so tell me when youre gonna love me in im getting tired and i need so much to begin and if you havent then do i dont we go talk about it somewhere only we know this could be the end of everything so i dont we go talk about it somewhere only we know
rhianne - Somewhere Only We Know,gun
Richard Carter - Le Monde,mikondoshov miku mikondoshov miku
Richard Carter - Le Monde,im going to go im going to go im going to go im going to go im going to go im going to go
Richard Carter - Le Monde,
Richy Mitch & The Coal Miners - Evergreen,show some thinkings a knocked in a stalemate and bars no old
Richy Mitch & The Coal Miners - Evergreen,rockin on our place its battery control what am i waiting for weve been to beneath my comforts not change for rockin on our place its battery control
Robin Hustin - Light It Up,come in just like the sun has come we gonna need an to we gonna
Robin Hustin - Light It Up,im ready to face so im right were gonna let it its just going to fly im just gonna let it im just gonna let it
Robin Hustin - Light It Up,this is the last time im here just like spark thats breaking out cant break a stack and turn back now you know that theres no room for death no we cant turn back now ill see danger in your eyes they know well burn down tonight all in just like the sunrise you know that were gonna light it up
Robin Hustin - Light It Up,were gonna let it fade were gonna let it fade were gonna let it fade just like the world were gonna let it fade were gonna let it fade
Rory_Webley_Deal_With_The_Devil,i did a deal with the devil in my bedroom yeah i sold my soul to forget you and the things we do i needed to forget you but lucifers a certified trickster shamed it than to do with the devil but i was desperate sitting in my bed all along gave me a wasted but one dark night i grabbed his pen so im on my name give it away
Rory_Webley_Deal_With_The_Devil,she said this pain away make me forget this stupid face open up my picture frames and they aint the same my memories are not so good while im not holding hands to the blurry face my camera roll oh it looks so strange so many selfies when i get so late the pain is gone but now im insane just shut my mobile phone got texts but im feeling alone my friends are living their lives so im stuck inside
Rory_Webley_Deal_With_The_Devil,but they get in by oh since you left me ive been going out of my mind i shouldnt have done to do with the devil but i was desperate sitting in my bed all along getting wasted but when dark night i grabbed his pen so my name get away please just say this pain away make me forget this stupid face open up my picture frames so they aint the same my memories are now super light while my hold hands are the blurry face i cant move away
Rosse_Main_Character,make room for me bitch you best believe im here i didnt even invitation did i make you well stop were just a flip of my head cause now i think the room is shaking i see the bar doors breaking the bar doors get them anxious cant help but make a statement dont leave them up to so you i just walked into the room dont mean to make a stop im just dancing on my own dont mean to make a watch
Rosse_Main_Character,im just fighting to my thing dont be making talk and thats just the way it works way of my character capture this moment i dont need to be blind but here at the top baby theres only room for one me not two or three that will never be somebody you can kill all the battles breaking make all the battles anxious kill hell but make us think that dont even have to say that
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),ive held on for as long as i can for the ones that i had to defend ive been strong every day of my life if she wants death could take me this time this world is a wasteland where nothing can grow i used to have strength but i ran out of hope and though its my fault
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),that im here alone this world is wasted please let me go go go go go go go go if i could just lay my head down and rest if there was nothing to fight or protect maybe then i could finally be free maybe death is like falling asleep this world
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),it is a wasteland where nothing can grow i used to have strength but im winner of hope i know its my fault that im here alone this world is a wasteland im already defacing dont go saying goodbye theres a building in changes im a winner try
Royal & the Serpent - Wasteland (from the series Arcane League of Legends),this world is a waste land where nothing can grow if it were for you id be wrong hello and no heart this is what it made of all this world is a waste land go let me go go go go go go go go go go go dont let me go
Royal_the_Serpent_IM_NOT_SORRY,hey its a beautiful day to be an asshole to be an asshole i got something to say get the fuck out my way dont know if ill make it till tomorrow as i lose it all my marvel
Royal_the_Serpent_IM_NOT_SORRY,wanna kill everybody im the story im the story im better than everybody im the story im the story hey im fucking insane i should be on medication but my doctors are vacation im digging your grave
Royal_the_Serpent_IM_NOT_SORRY,with a smile on my face i see you all right on the surface but when you look behind the curtains i wanna kill everybody im not sorry im not sorry im better than everybody im not sorry im not sorry
Royal_the_Serpent_overwhelmed,should be fine but its all too late ill get it over im so easily my anxiety creeps inside of me makes it
Royal_the_Serpent_overwhelmed,are the breed words come over me feels like im somebody else i get over once so easily my anxiety keeps me silent when i try to speak words come over me feels like im somebody else i get over all these faces we dont know what spaces and cross the shut down and move first to be related nobody gets it say im too sensitive if i cant listen cause im i in the exits is mine isnt mine or am i in a judge or why should be fine but its all too much i get over once so
Royal_the_Serpent_overwhelmed,easily my anxiety creeps inside of me makes it not a big words come over me feels like im somebody else i get overwhelmed so easily my anxiety keeps me silent when i try to speak whats come over me feels like im somebody else i get overwhelmed i get overwhelmed when this is a technicality i cant wait to come in for a beer its fine yes yes yes yes
RudyWade - Trapped in a Dream,im not getting far im driving but i cant find the car im flying but i cant reach the sky im swimming but i cant stay alive trapped in a dream cant break it its like reality
RudyWade - Trapped in a Dream,its more like a beat up screaming sound with this low sound come low still i cant be found the clock is ticking times running out i need a wake up i need to shout i need a far my way back to life picking through the chains god i cannot i need a wake up i need to shout i need a far my way back from this dangerous misery i need to feel the love again tap did i dream cant i hear you
Ruelle - Monsters,im feeling like im feeling got a hunger inside im looking at my eyes and youre running cause im coming gonna eat you alive your heart hits like a drum
Ruelle - Monsters,chase pass drive speak on monster stuck in your head monster is under your back we are monsters oh we are monsters oh monster oh monster oh monster oh monster oh
Ruelle - Monsters,hey clevver if you wanna survive once you cross the line youll be wishing youd listen when you meet your demands your heart hits like a drum the hunt has just begun mine first that can be your head mine first that can be your head we are mine
Ruelle - Monsters,oh hey honey we are monsters oh we never shoot a stun what kings of the killin were out for blood well take em one by one what kings of the killin were out for blood we never shoot the stun what kings of the killin were out for blood well take them one by one wookings are the killin where our foreblocks monsters stuck in your head monsters monsters
Run Boy Run - Woodkid,ran poi ran this world is not meant for you ran poi ran theyre trying to capture ran poi ran running is a victory ran poi ran the unit has behind the heels ran poi ran this sun will be guiding you ran
Run Boy Run - Woodkid,theyre dying to stop you run boy run these trains is a prophecy run boy run break out from society oh isnt it all for terry and you dont have to hide away youll be in my home but for now its time to run its time to run its time to run
Run Boy Run - Woodkid,the world by run this way is a turning to run by run the secret inside of you run by run this race is a prophecy run by run and disappear in your dreams
Run Boy Run - Woodkid,youll be a mountain boy its time to run its time to run tomorrow is another day when the night fades away youll be a mountain boy its time to run its time to run
Run Boy Run - Woodkid,
Ryan_Mack_Wish_You_the_Worst,da da da da da da da da da da da da da da da da da da wo shoo the world da da da da da da da da da da da da da da da wo shoo the world i think you owe me an apology ever since it was a litle keeping give me shit it always call to me you wanna be saying im a loser i dont have to prove myself to you and i know i know something that im dying to say when youre out on a date and youre all to deserve i hope youre stealing the stains on your favorite shirt and when youre trying to play i hope you caught some work yeah wish you the worst hope you wish you the worst
Ryan_Mack_Wish_You_the_Worst,i know that i should just forget about you but oh i know something that im dying to say
Ryan_Mack_Wish_You_the_Worst,when youre out on a date and youre on a dessert i hope youre still in the stains on your favorite shirt and when youre trying to pay i hope you caught this work yeah wish you the worst i wish you the worst and i hope i never ever see you again yes but you and all these friends you can all but hell ill be driving the earth toss your coin in the well and i wish you the worst yeah wish you the worst da da da da da da da da da da da da wish you the worst da da da da da da da da da da da da da da da da da da da da da how do you say in your order dessert ill be spilling the stains on your favorite shirt and when youre trying to pay i hope you caught this work yeah wish you the worst wish you the worst
Sabai - Scared,ive had a thousand dreams of you like scenes i do like i used to stop counting fields i could try i should try hold my breath i wont make you youre mine for the taking my eyes on your shape youre mine for the taking take me away
Sabai - Scared,your monsters hide they dont dance in the daylight look down youve got me so high i think its safe to see you skettooooworthy skettooworthy i think its safe to see you skettooworthy
Sabai - Scared,i think i can say to you got me blinded by the waters times i didnt miss broke the silence perfect timing sun is shining sunday morning a house on the lake far from la im not the type to obey im the one you can take yeah lets get lost in my ways who are take me away
Sabai - Scared,
Sabrina Carpenter - Feather,oh not an avatator always like that from your dream come true when its unobtlater for you i can pull back when i try to make plans more than two hours in advance oh not an avatator always like that from your dream come true when its unobtlater for you got your blocked after this and after thought finally caught you up half the soon
Sabrina Carpenter - Feather,im a slider like a feather with you off my mind swap into the memories like whatever youre always the type youre so known as a mess you act like a bitch you fit every step youve tried to send a pick i feel so much lighter like a feather with you out my life with you out my life
Sabrina Carpenter - Feather,good not care where you are tonight and i feel so good im pretending to like the one you like slame it or hide hit it or hide say it no no no no no no no no no catch a block thats saddened to never talk i im so sorry for your lies no ha dur musici i could fairly mistake you off my mind hay em they truly say the memories that kill on your own
Sabrina Carpenter - Feather,im always so tired you still know the miss you i like a bit i feel it every state i send the pill i feel so much better like a better with you i want my life bless you i want my life i want my life you want me im done you miss me no dont worry im mad im love but im mad you want me im done you miss me no dont worry im mad
Sad Night Dynamite - Smoke Hole (Edit),if i retreat world wars and sympathies make room with taking over air coincine co iful producer once again welcome to my home and the restmalise has been out but i always have a long go out to accalarthore may theyama play awesome
Sad Night Dynamite - Smoke Hole (Edit),all the hero that you shall be for eating club dance lets kill tonight kill tonight show them all youre not the ordinary time lets kill tonight kill tonight show them all youre not the ordinary time lets kill tonight can you pray for a while may your views of you
Sad Night Dynamite - Smoke Hole (Edit),and the last we settle where they dont always have me wrong all the thrugoers songs they will play us out with the song of pyramids stop your feet from the hands lets kill tonight kill tonight show them all and im the ordinary time lets kill tonight kill tonight show them all and im the ordinary time lets kill tonight
Sad Night Dynamite - Smoke Hole (Edit),kill tonight show that im all youre not the only day youve time lets kill tonight kill tonight show that im all youre not the only day youve time lets kill tonight kill tonight kill tonight kill tonight kill tonight
Sad Night Dynamite - Smoke Hole (Edit),
salem ilese - don-'t shop when ur hungry !! (feat. vaultboy),i tried to kiss the taste the way drink to our forgot your name love someone to love no one at all now i go out to feel it home again taking shots like my skin cold and love cause you refuse to call so i feel my cold feel the way touch the door everything is not for enough but nothing is for too much
salem ilese - don-'t shop when ur hungry !! (feat. vaultboy),i was good my time trying to make you not mine falling under guys i dont like f i better do me things right but they say dont show when youre hungry dont wait till youre starving dont spend all your money to buy what i hope you still drink your cup we love when youre lovin you lonely dont show when youre hungry love when youre lonely ive tried to spend away the way it hurts knock offs turn into a dance cause nothing can compare to me and you
salem ilese - don-'t shop when ur hungry !! (feat. vaultboy),oh fallen under the sky so dont like stop it it makes sense to hide good thing say it dont stop when youre hungry dont wait till you startin
Sara Kays - Remember That Night,the day after he said goodbye all i did was lay in bed and cry but after one minute i started to move on and after two i felt alright the three months in you were off my mind in month four and five i was the
Sara Kays - Remember That Night,and my life i was better and did enough to try not to think of you until you reached out and said remember that night we went for a drive to in the morning i guess you it was boring we held each other tight before the night was over you looked over your shoulder oh i was stupid fight you said remember that night remember that night oh i was stupid fight you said remember that night
Sara Kays - Remember That Night,remember that night the day after you had reached out i was broken for the second time around ive read on the third day that i would be okay that i forget you everyone well i dont think you realize how long i had to fight to be living my life to get better and
Sara Kays - Remember That Night,never have to try not to think of you until you reached out and said remember that night we went for a drive to in the morning i kissed you with a small ring we held each other tight before the night was over looked over your shoulder oh i was too thin five seven seven seven eight remember that night oh i was too thin five seven seven eight remember that night
Sara Kays - Remember That Night,we went for a drive to in the morning i guess you would want to hold we held each other tight before the night was over we looked every shoulder a lot was stupid i was never never never never never
Sarah Jeffery - Queen of Mean,im so tired of pretending wheres my happy ending i followed all the rules i drew inside the lines i never asked for anything that wasnt mine i waited patiently for my time but when it finally came he called her name and now i feel this overwhelming pain i mean its in my veins i mean its in my brain my thoughts are running in a circle like a toy train im kind of like a perfect picture with a broken frame i know exactly who to blame i never thought of myself as me
Sarah Jeffery - Queen of Mean,i always thought that id be the queen and theres nowhere between cause if i cant have that then i will be the leader of the dark and the black now those are devil on the shoulder when the angels use the blade and its calling me the queen and ill always trust you tingie nice was my pastime
Sarah Jeffery - Queen of Mean,but ive been hurt for the last time and i will never let another person take advantage of me the anger burns my skin third degree now my bloods boiling hotter than a fiery sea theres nobody getting close to me theyre gonna bow to the evil queen youre not massed my dream just wait until they fall to my wicked schemes i never thought of myself as me i always thought that id be the queen and theres no way between cause if i cant have that then i will be the leader of a dark and the fat now theres a devil on my shoulder will the angels use to be
Sarah Jeffery - Queen of Mean,and hes calling the queen of me the queen of me call it in call it in the call of me call it in me somethings pulling me its so magnetic my body is moving im sure where ive headed all of my senses have left me defenseless the darkness around me is promising vengeance the price that im building to pay is expensive theres nothing to lose when youre lonely and friendless so my only interest is showing this princess and i am the queen and my brain will be at last i want what i deserve i want
Sarah Jeffery - Queen of Mean,i wanna move on get back and worse than the end its finally my turn if they wanna build food with queen im gonna be one of them never seen ill shout that wanna be now that i am there i wont be the ruler of the dark and the dark cause the devils on the shoulder its just a beat and its gone the queen of me coyle coyle coyle coyle the queen of me coyle coyle
Sarah_Cothran_Baby_Why,im a crazy for you circle and back again were in love not as friends funny how it never ends like sweet call be back with you enough for you as before i met you while i was doing fine sanity seems to be a standin omality because i can guarantee will scratch or fight with such rage and try to upstage and swear i will change this time ill do it right
Sarah_Cothran_Baby_Why,how did you manage to come on school of my life it aint right im alright and my craze out for you im alright can you make me so poor you lost me lost me not swelled at im moving on the tiktok like the clock we swing back and forth just like pin
Sarah_Cothran_Baby_Why,and my living room where well scream and youll leave a way i didnt mean it how did you manage to come on school of my life get out of my mind my mind my mind my crazy sight for you oh i know i can make me so cruel its hard for me to lie love
Sarah_Cothran_Baby_Why,i like it and i like it i like it and i like it i like it and i like it come away and my crazy for you oh i love you i love you what a change for me you
Sasha Alex Sloan - Lie,dont sleep on the couch again even though we took it for the weekend kiss me like you wanna stay even though youre thinking about leaving please just fake it pretend to look when im naked dont be honest dont be honest promise me that you want this say youre lucky say youre lucky to love me like you used to even if it isnt true i want you to
Sasha Alex Sloan - Lie,lie lie right to my face i want you to put your hands on my waist can we just dance to the skies away cause i really cant get my heart broken tonight i want you to show me theres a future here even if youve never really seen it tell me when you close it as im all you see even if you dont dream it please just fake it pretend to look good ill make it
Sasha Alex Sloan - Lie,i wont be honest promise me that you wont this say youre lucky say youre lucky to love me ill give you two even if it isnt true i want you to lie lie lie right to my face i want you to put your hands on my waist can we just dance to the skies away cause i really cant get my heart broken tonight i want you to touch me like you did in the beginning
Sasha Alex Sloan - Lie,baby just give me another day touch me like there isnt something missing cause even if you dont stay i want you to lie lie lie right to my face i want you to put your hands on my waist can we just dance to the skies away cause i really cant get my heart broken tonight i want you to lie lie lie right to my face i want you to put your hands on my waist can we just dance to the skies away
Sasha Alex Sloan - Lie,to the skies of white cause im in the cave get my heart broken tonight oh what you want tell me why i feel lonely baby just cant even run away tell me why i feel lonely cause im in the cave im in the cave im in the cave im in the cave
Scissor Sisters - I Can't Decide,its not easy having yourself a good time creasing up those pets and feds and watching a thing dont hold a little fucking kiss you with at the same time smells like something i forgot called a time and now its mine im not a gagged in the dune i dont wanna be a back guy im just alone a baby and now you got in my way i cant decide whether you should live or die for your problem for whatever please
Scissor Sisters - I Can't Decide,dont hang your head and cry i wonder why my heart feels dead inside its cold and hot and fetch a fire flags the doors and floors slides were going fullride its a bitch convincing people to like you fies up now for me and where flights work cats youd be a letter fleshing everyone isnt like you dancing chicks until im crippled slut and drinks i wont get people ive got to end it to you
Scissor Sisters - I Can't Decide,you make all the same rules it takes the truth to the ruling and life made me angry i cant decide whether you should live or die for you probably go to heaven please dont hang your head and cry dont want to lie my heart feels dead inside its going in hot and retrofired like the doors and floors of slides were going in four rides oh i can throw you in the lake ill feed you poison but they gave me now for dinner im going to miss you when youre gone oh i can bury you alive but you might
Scissor Sisters - I Can't Decide,im crawling with the night you give me where im sleeping theres why i cant decide whether you should live or die or you probably go to heaven please dont hang your midline i wonder why my heart feels dead inside its cold and hard and get your fire flags to doors and flows to the stars im going for a ride im going for a ride flags to doors and flows to the stars im going for a ride flags to doors and flows to the stars
She Bad (64 kbps),im gonna be your teacher go up and be me up first day i was talking my game and she was with her had a smile on her second one came she catch her feelings by the third day i took her breath away she sat there giggling at the end i got nothing else to say i got it starting at you back miss gid tell them back the singer she just want to move it fast so my body she back all came door back gid up grab my enemy and sit there so my body she back she finessed with the cast got a mother post beautiful man really did she got a cast
She Bad (64 kbps),no cap no cap but she loving other ways that i act got a strawberry and she mad she told me im her type she on a high one weed together and ill hyper drive she caught a big bite this time been like ill be spitting wanna sit by and lie all times right there beside me lie right now come down baby lets battle everyone fight down they all no one get hit no she like the starting now she been a sinner and pen just as i pop out and they know regular visits she lit a fast night if youre fast like you dont wanna leave it when its the past time if youre fast like she go and now drink it she got a big dream she live her life like shes mini before shes six feet or does she live like a deep big big she bad
Sheryl Lee Ralph - Blood Sweat & Tears (from the series Arcane League of Legends),i was raised by wolves i was born to lead and i stung up till theres no more miles to see theres a hand on my throat i dont play that my feet but the weight of the wall wont be my knees
Sheryl Lee Ralph - Blood Sweat & Tears (from the series Arcane League of Legends),those battles cars ive seen the bloodshed carped in stone when its my soul they wont forget no no peace till i lead them all need me with my dearest give my voice call no no peace or sorrows underneath these bones just blood sweat and tears
Sheryl Lee Ralph - Blood Sweat & Tears (from the series Arcane League of Legends),i know i can use who i want and i taste what i please in this world i get all my fun to seize theres a hand on my throat and a child and my face but the weight of the world wont bend my knees no no peace
Sheryl Lee Ralph - Blood Sweat & Tears (from the series Arcane League of Legends),dont wash my spirit dont cleanse me
Sheryl Lee Ralph - Blood Sweat & Tears (from the series Arcane League of Legends),my soul it cant wait my courage and i will call cause thats all i know no no peace til i meet them all meet me with my demons give my voice call no peace or sorrow underneath these bones just blood sweat and tears
Sir_Chloe_Michelle,so whats fve grand genius people you wanna be my special one i cannot breathe please
Sir_Chloe_Michelle,just go around michelle michelle you are a monster from hell michelle michelle you are a monster from hell you know just how to be
Sir_Chloe_Michelle,we cry when you shake it helps the way pain to live so well mission mission you are a monster from hell mission mission
Sir_Chloe_Michelle,ah walking the road watching you smoke im such a fool take off your coat you know just how to be cruel and you shake it helps the way
Sir_Chloe_Michelle,youre a monster from hell michelle michelle you are a monster from hell
Six_Don_t_Lose_Ur_Head,rue up in the french court we we bond your life with a torso she said so shes standing came straight to the uk all the british dudes live epic fail oooo i wanna dance something politics not my thing oooo but then i met a king and soon my daddy said he should try and get a hug he wanted me obviously kept messaging me like every day he could be better than he sent me a letter and who am i kidding i was pretty monger
Six_Don_t_Lose_Ur_Head,send a reply just saying hi youre a nice guy i think about it maybe xo baby here we go you sent him his i didnt know i would move in with his mrs like what was i meant to do im just trying to have some fun dont worry dont worry dont lose your head i didnt mean to hurt anyone lol say oh well or go to hell im sorry
Six_Don_t_Lose_Ur_Head,im sorry about what i said dont lose your head see in the bed im the little one said if you wanna be wed make up your mind girl call me chum dont wanna be some girl in a threefum are you blind dont be bitter because somethings up why hasnt it hit hey doesnt wanna bang you somebody hang you oh here we go i didnt mean it but realist and viral and wait to make the country hate you mate what was i meant to do
Six_Don_t_Lose_Ur_Head,sorry not sorry about what i said im just trying to have some fun dont worry dont worry dont lose your head i didnt mean to hurt anyone lol say oh well or go to hell im sorry not sorry about what i said dont lose your head try to reload but the pope said nope our only hope was henry he bought a promotion caused a promotion felt in motion the sea of etrues were so out day in
Six_Don_t_Lose_Ur_Head,and i too wanted to get xrayed zoolheads can communicate it everybody chill its totes gods will can wes out every night on the town just sleeping around like what the hell if thats how its gonna be maybe offer with a guy all three just to make him gel can we find out and he goes mental he screams and shouts like so judgemental you damn it rich mate just shut up i wouldnt be such a b if you could get it up oh here we go is that what you say and nobodys going round like off with her
Six_Don_t_Lose_Ur_Head,sorry about all the things love you dont love me about what you think love you dont love me about what i think tung
Skillet - The Resistance,music emmanation emmanillion faces wont be gathered made for elevation and my soldier will surrender faith this i can fly the neverpersuant mercy the voice of the unheard love is the answer ive got to speak and believe it thats how i feel and so
Skillet - The Resistance,i cant get sit here quiet you can take my heart you can take my breath when you cry it from the cold and kiss this is how we rise oh and the answer hurricane not an afraid train this is how we rise oh heart is beating faster it feels like thunder magic steading call me a fanatic its all world they can never have any sense how we rise oh its all resistance you can resist us
Skillet - The Resistance,can you hear me are you less than sleeping and the shadows could be making history through the fire on the water used to be asleep but now you are a conqueror they can take my heart they can take my breath when theyre right from the cold dead day this is how we rise up heavy as a hurricane louder than a freight train this is how we rise up hardest lead in faster feels like thunder magic standing call me a fanatic its our world they can never have it this is how we rise up
Skillet - The Resistance,heavy as a hurricane not a bit of freight train this is how we rise up hardest beating faster it feels like thunder
Skillet - The Resistance,magics dead call me a fanatic its all wrong they can never have it this is how we rise oh its all resistance you cant resist us
Slush Puppy - EAT SPIT! (feat. Royal & the Serpent),pop and pells the trackside how the bands called a crime im the best in the crowdside im the dice to the dump im the voice of my steel yall lover say its not a rubber say its not a rubber but you should get another with the bands dreamer drop by the school and miss fat and trouble miss fat miss fat and trouble miss fat miss fat and trouble miss fat get another with the bands dreamer miss fat miss fat and trouble
Slush Puppy - EAT SPIT! (feat. Royal & the Serpent),its raking dig with the lights on im fit im fit im fit im its raking dig with the lights on its big get dicked with the lights on for real wed be just gonna waste id rather take a hug from my tights so the brass knuckles you put in theyd die because its bloody and dumb watch me poppin my gun baby get in place see why youre so cute come im so makin this breath why you searching for drugs see what broke yes bitch go cry ma im so chill lil clocktoc ler whizz make it job job check these tips la la la check
Slush Puppy - EAT SPIT! (feat. Royal & the Serpent),i feel real that bitch who is she i cry each day dance with the lights on im sad im sad i cry
SNOW WIFE - AMERICAN HORROR SHOW,they call me an american army oh what i gotta do to find a sub or down the choke man time me up and hold me down and get a little day ive been tasting bougie spissons for me it on thursday ill be damn dirty cuz the bitch is getting birthday got you in the choke hold till you turn it down the blow a bag in my neck out lacking all the man cuz he know this weather im a panbeer i get a little bit shocked
SNOW WIFE - AMERICAN HORROR SHOW,oh they call me an unguarded heart baby i like when you piss me off hey baby you see me as a sexist
SNOW WIFE - AMERICAN HORROR SHOW,hey baby take a picture when we fuck hey baby i think we should blow it on its a fake show baby im a ringleader like an echo bed in a dacarina i could dance both ways like a ballerina got an emo wish she my man you know im a star im a stone call my star i could be a little messed up im a stone call my star i could be a little like kids freaks dead treat me like a animal fuck on me and he me like a terrible unmissed bitch that rocky old age will make up me
Soap&Skin - Me and the Devil,as early this morning when you knocked from my door early this morning
Soap&Skin - Me and the Devil,when youre knocked on my door and i say hello say now i believe it is time to go me in the devil walking side by side me in the devil walking side by side
Soap&Skin - Me and the Devil,and im gonna see my man until i get satisfied you dont see why and youll dog me around say dont see why people dog me around and im gonna see your face so deep down in your ground
Soap&Skin - Me and the Devil,you made a very much body leave dont matter how we saw it you made a very much body leave dont matter how we saw it
Sohodolls - Bang Bang Bang Bang,teacher says that ive been naughty i must learn to concentrate but the girls they pull my hair and with the boys i cant relate daddy says im good for nothing mama says that its from him man its the things im cracking brother says its in my jeans oh dont you want to dont you wanna tip me off oh dont you want to oh dont you want to
Sohodolls - Bang Bang Bang Bang,im back by so we put on our eyeliner and a bit of bitter dust life at night is always behind on the streets of fulloflust teenage kids and socalled dogs they make you want to cry like my supers go they fall but some will be alright do what you want to and do what you want to be mine dont you want to bang bang bang bang bang bang bang bang bang dont you want to and do what you want to be mine dont you want to bye bye
Sohodolls - Bang Bang Bang Bang,bang bang bang bang bang sunlight falls onto his eyes but he didnt stir or turn messages on the answer phone but none will be returned monday morning lowsing morning what a day to see and the evening i will hear it
Sohodolls - Bang Bang Bang Bang,get on the bbc
SpotiDownloader.com - 12 to 12 - sombr,please come down but anyone but yourself you can hear me and make me melt
SpotiDownloader.com - 12 to 12 - sombr,and you wanna see me help my life im too new with your cuts im down why you did to me somebody else i said i always said youd better be prepared youd crushed to me this time and i said you make sense of you but the last time i was open no more people i look for you would you avoid me or would you look for me too tell me is i story through
SpotiDownloader.com - 12 to 12 - sombr,to walk out of me to you ive never felt anything like the love from my final days but anyway to show you can do it this way i never youll catch you and youll catch you we met in the paris cafe can i sit with you come on sit sit
SpotiDownloader.com - 12 to 12 - sombr,mamas dead if i dont it would happen this way i never look at you looking up at me youre always your type of affection youre question me this time and im stuck in my soul to be that lost you by the buzz of peace in a room full of people i look for you would you have ordered me or would you look for me too tell me is our story through do you want to be too
SpotiDownloader.com - 12 to 12 - sombr,baby im losing hope and knowing what gives you hope baby in another world i dont feel so alone in a room full of people i love for you would you afford me or would you love for me too
SpotiDownloader.com - 12 to 12 - sombr,tell me is our story through to what heart to be through no for the people i look for you would you avoid me or would you see me through tell me is our story through to what heart to be through to what heart to be through
SpotiDownloader.com - 1950 - King Princess,i hate it when do you try to chase me but i love it when you try to save me cause im just a lady i love it when we played until its so cold that you stay about to kill me im surprised when you kiss me so tell me why my car my eyes look like you and tell me why its rough
SpotiDownloader.com - 1950 - King Princess,so away you im ready i will keep my weight and fall your love fuck you im waiting i will keep my weight and fall your love did you mean it when you said i was pretty that you didnt want to live
SpotiDownloader.com - 1950 - King Princess,living in the city where the people are shitty i like it when we playin i think its fd so wont make no bad you with me stone cold will you miss me so tell me why my god i must look like you and tell me why its wrong so away you
SpotiDownloader.com - 1950 - King Princess,i pray i will keep on waiting for your love for you i pray i will keep on waiting for you i hope that youre happy with me in your life i hope that you wont stay moving in the night i hope that youre happy with me
